time,open,high,low,close,Basis,Upper,Lower,温度计,Plot,Shapes,Shapes,Plot,Plot,Plot,Plot,Plot,Plot,ADX,Plot,Plot,Plot,Plot,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,Histogram,MACD,Signal line,Trend Strength Index,RSI,Regular Bullish,Regular Bullish Label,Hidden Bullish,Hidden Bullish Label,Regular Bearish,Regular Bearish Label,Hidden Bearish,Hidden Bearish Label,Distance from MA,Upper StdDev Band,Lower StdDev Band,Zero Line
2020-11-24,9.75,9.75,9.7441,9.7441,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0
2020-11-27,9.8,9.82,9.8,9.82,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0
2020-11-30,9.82,10.8,9.72,9.95,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0
2020-12-01,9.8734,9.97,9.8734,9.97,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0
2020-12-02,10.11,10.11,9.97,10.05,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0
2020-12-03,10.05,10.05,10.05,10.05,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0
2020-12-04,10.04,10.1846,9.99,10.06,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0
2020-12-07,10.1,10.25,10.05,10.2,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0
2020-12-08,10.12,10.2,9.9,10.19,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0
2020-12-09,10.21,11.39,10.2,10.3,,,,,,0,0,,,,,,,,2.6570228865360868,,,0,,,,,,,,,,,,,,,,,,,,,,,0
2020-12-10,10.18,10.25,10.16,10.25,,,,,,0,0,,,,,,,,1.6461721539071883,,,0,,,,,,,,,,,,,,,,,,,,,,,0
2020-12-11,10.35,11.04,10.13,10.35,,,,,,0,0,,,,,,,,2.1012133767386754,,,0,,,,,,,,,,,,,,,,,,,,,,,0
2020-12-14,10.49,11.04,10.14,10.3,,,,,,0,0,,,,,,,,1.258356272119543,,,0,,,,,,,,,,,,,,,,,,,,,,,0
2020-12-15,10.2237,10.46,10,10.3412,,,,,,0,0,,,,,,,,1.2937452003698668,,,0,,,,,,,,,,0.9665135879986316,,,,,,,,,,,,,0
2020-12-16,10.5,10.5665,10.25,10.44,,,,,,0,0,,,,,,,,1.8723434151824758,,,0,87.98995523528774,,,,,,,,,0.9710629968354378,87.98995523528774,,,,,87.98995523528774,,87.98995523528774,,,,,0
2020-12-17,10.275,10.5,10.2,10.3,,,,,,0,0,,,,,,,,0.2616537137695385,,,0,75.55294338234776,,,,,,,,,0.9370355475088757,75.55294338234776,,,,,,,,,,,,0
2020-12-18,10.2,10.34,10.15,10.34,,,,,,0,0,,,,,,,,0.37743468671367353,,,0,76.57185720262562,,,,,,,,,0.905638707784914,76.57185720262562,,,,,,,,,,,,0
2020-12-21,10.2,10.33,10.2,10.23,,,,,,0,0,,,,,,,,-0.719323920917081,,,0,68.15886301278573,,,,,,,,,0.7737929257062989,68.15886301278573,68.15886301278573,,68.15886301278573,,,,,,,,,0
2020-12-22,10.25,10.28,10.15,10.24,,,,,,0,0,,,,,,,,-0.6704742984852241,,,0,68.49771918832958,,,,,,,,,0.6199024083814072,68.49771918832958,,,,,,,,,,,,0
2020-12-23,10.1,10.33,10.1,10.25,10.168765,10.53481683936157,9.802713160638431,,,0,0,,,,,,,,-0.5252268024829032,0.7988679057879589,,0,68.85466681794392,,,,,,,,,0.41729784469010633,68.85466681794392,,,,,,,,,,,,0
2020-12-24,10.3485,10.4999,10.2896,10.3,10.19656,10.510056656441412,9.883063343558588,,,0,0,,,,,,,,-0.08846535882790496,1.0144597785920029,,0,70.64564281707544,,,,,,,,,0.18140619101593056,70.64564281707544,,,,,,,,,,,,0
2020-12-28,10.41,10.4516,10.32,10.32,10.22156,10.487018383932432,9.956101616067569,43.99178382929349,,0,0,,,,,,,,0.134677259725291,0.9630623896939472,,0,71.35519976554153,,,,,,,,,0.06245189332245408,71.35519976554153,,,,,,,,,,,,0
2020-12-29,10.38,10.605,9.97,10.29,10.23856,10.47414436620466,10.002975633795339,42.52298391389604,,0,0,,,,,,,,-0.1467231822627979,0.5024144020252752,,0,68.6736803370545,,,,,,,,,-0.21026619034963995,68.6736803370545,,,,,,,,,,,,0
2020-12-30,10.44,10.69,10.29,10.42,10.26106,10.4746816131386,10.047438386861401,39.89123372719905,42.135333823462865,0,0,,,,,,,,1.037525453311372,1.5489627777247161,,0,73.3477573252287,,,,,,,,,0.029390579155514858,73.3477573252287,,,,,73.3477573252287,73.3477573252287,73.3477573252287,,,,,0
2020-12-31,10.68,10.68,10.11,10.11,10.26406,10.467167738897274,10.060952261102727,32.13310886078396,38.18244216729302,0,0,,,,,,,,-1.6536964980544688,-1.5009655048781934,,0,53.02880363916112,,,,,,,,,-0.3770035526221503,53.02880363916112,53.02880363916112,,53.02880363916112,,,,,,,,,0
2021-01-04,10.3,10.65,10.22,10.3,10.27656,10.454666017865872,10.098453982134128,35.303420937137574,35.775921175040196,0,0,,,,,,,,0.1945525291829009,0.22809189067158897,,0,60.289756844111544,,,,,,,0.06809180354707678,,-0.3041781687721381,60.289756844111544,,,,,,,,,,,,0
2021-01-05,10.44,10.6,10.3525,10.3525,10.291185,10.441650680804798,10.140719319195203,38.96640814131179,35.46764597974445,0,0,,,,,,,,0.6930091185410214,0.595801163811549,,0,62.036075535622615,,,,,,,0.07004125651879534,,-0.21878610567478432,62.036075535622615,,,,,,,,,,,,0
