time,open,high,low,close,Basis,Upper,Lower,温度计,Plot,Shapes,Shapes,Plot,Plot,Plot,Plot,Plot,Plot,ADX,Plot,Plot,Plot,Plot,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,Histogram,MACD,Signal line,Trend Strength Index,RSI,Regular Bullish,Regular Bullish Label,Hidden Bullish,Hidden Bullish Label,Regular Bearish,Regular Bearish Label,Hidden Bearish,Hidden Bearish Label,Distance from MA,Upper StdDev Band,Lower StdDev Band,Zero Line
2021-01-13,90.9,103,90.01,97.24,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0
2021-01-14,103.5,137.98,101,114.94,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0
2021-01-15,123.054,127.24,107,117,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0
2021-01-19,117,117.675,108,110.99,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0
2021-01-20,110,112,103.25,106.21,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0
2021-01-21,107.1599,109.9,104.3,108.97,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0
2021-01-22,107.19,121,107.19,119.95,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0
2021-01-25,117.11,123.4489,108,112.7,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0
2021-01-26,113.84,114,109.51,110.08,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0
2021-01-27,105.74,108.9,100.8,105.29,,,,,,0,0,,,,,,,,-4.574168230058806,,,0,,,,,,,,,,,,,,,,,,,,,,,0
2021-01-28,105,106.29,97.205,99.42,,,,,,0,0,,,,,,,,-10.071909909095012,,,0,,,,,,,,,,,,,,,,,,,,,,,0
2021-01-29,100,104.5839,97.6,99.59,,,,,,0,0,,,,,,,,-8.64978902953587,,,0,,,,,,,,,,,,,,,,,,,,,,,0
2021-02-01,100,107.65,99.6236,107.61,,,,,,0,0,,,,,,,,-0.4357842729064254,,,0,,,,,,,,,,,,,,,,,,,,,,,0
2021-02-02,110,118.8,110,113,,,,,,0,0,,,,,,,,4.357141537836395,,,0,,,,,,,,,,-0.16566671769577435,,,,,,,,,,,,,0
2021-02-03,115.9513,115.99,109.1,110.95,,,,,,0,0,,,,,,,,2.017359961749232,,,0,58.520820385332506,,,,,,,,,-0.41562484232687136,58.520820385332506,,,,,58.520820385332506,,58.520820385332506,,,,,0
2021-02-04,110.06,110.5,106.38,108.77,,,,,,0,0,,,,,,,,0.03126839317242336,,,0,56.8614881499856,,,,,,,,,-0.32528204664557775,56.8614881499856,,,,,,,,,,,,0
2021-02-05,108.83,109.413,101.25,103.45,,,,,,0,0,,,,,,,,-3.395401826569311,,,0,52.918121276735846,,,,,,,,,-0.27534696917029633,52.918121276735846,52.918121276735846,,52.918121276735846,,,,,,,,,0
2021-02-08,109.46,123.5,109,122.76,,,,,,0,0,,,,,,,,13.569921918365836,,,0,62.9592777224321,,,,,,,,,0.08726558335348175,62.9592777224321,,,,,,,,,,,,0
2021-02-09,121.49,144.9,117.04,131,,,,,,0,0,,,,,,,,18.89203514121831,,,0,66.26551248236254,,,,,,,,,0.3164240705248633,66.26551248236254,,,,,,,,,,,,0
2021-02-10,141.95,146.9,129,136.23,111.8075,131.23908858662872,92.37591141337128,,,0,0,,,,,,,,20.261657162026168,21.84334682378193,,0,68.20535882114571,,,,,,,,,0.5004396741614263,68.20535882114571,,,,,,,,,,,,0
2021-02-11,140,140.5,131.16,139.99,113.94500000000001,135.7559894319354,92.1340105680646,,,0,0,,,,,,,,19.30796437550604,22.857518978454515,,0,69.56055085730075,,,,,,,,,0.7415371087373918,69.56055085730075,,,,,69.56055085730075,,69.56055085730075,,,,,0
2021-02-12,129.6397,131.67,123.01,125.89,114.49249999999999,136.91701415304271,92.06798584695727,60.376934691775375,,0,0,,,,,,,,4.938940524319602,9.95480053278599,,0,59.34529684249494,,,,,,,,,0.808354695106611,59.34529684249494,,,,,,,,,,,,0
2021-02-16,129.3,129.3,115,119.15,114.6,137.09207771638725,92.10792228361274,53.42570362856972,,0,0,,,,,,,,-1.6256739239920992,3.9703315881326473,,0,55.174223245824145,,,,,,,,,0.7923364503405897,55.174223245824145,,,,,,,,,,,,0
2021-02-17,116.63,117.5,110.8,112.53,114.67699999999999,137.12962577072017,92.2243742292798,47.130967575867324,53.64453529873747,0,0,,,,,,,,-7.055305933659306,-1.872215003880462,,0,51.356211162703616,,,,,,,,,0.6677110899733606,51.356211162703616,,,,,,,,,,,,0
2021-02-18,109.64,109.95,104.61,105.55,114.644,137.14818752143674,92.13981247856327,40.59656614794476,47.0510791174606,0,0,,,,,,,,-12.429894135997078,-7.932381982484915,,0,47.61488215586557,,,,,,,,,0.40504651709457284,47.61488215586557,,,,,,,,,,,,0
2021-02-19,110.29,110.75,105,105.99,114.495,137.1861687667249,91.80383123327509,39.00013078396873,42.24255483592694,0,0,,,,,,,,-11.86155969863788,-7.428271976942236,,0,47.8726805780011,,,,,,,2.553431817389921,,0.11715772323080101,47.8726805780011,,,,,,,,,,,,0
2021-02-22,105.01,105.72,102,104.83,113.739,136.65916657880132,90.8188334211987,36.22730598599573,38.608000972636404,0,0,,,,,,,,-12.926108047046325,-7.8328453740581505,,0,47.213014643191336,,,,,,,1.4866141238094457,,-0.11741168258105886,47.213014643191336,,,,,,,,,,,,0
2021-02-23,99.26,102.35,91.1,102.01,113.20450000000001,136.6883084432655,89.72069155673452,27.691394351426297,34.306277040463584,0,0,,,,,,,,-13.782465748793493,-9.888741171949878,,0,45.569087938384484,56.38832330441145,,,,,,0.40888955905198543,,-0.2973859019927284,45.569087938384484,,,,,,,,,,,,0
2021-02-24,99.28,103.75,98.705,102.49,112.825,136.73986525155433,88.91013474844569,27.226027279880668,30.38157587243423,0,0,,,,,,,,-11.237940172864747,-9.160203855528481,,0,45.91429528031006,55.48785722548127,,,,,,-0.4018506504765469,,-0.46791112440177196,45.91429528031006,,,,,,,,,,,,0
2021-02-25,99.93,101,90,94.195,112.27025,137.3451363357343,87.19536366426571,21.675202745634355,25.53087479231377,0,0,,,,,,,,-15.339849455117417,-16.099768193265817,-15.61541160573643,0,41.06712228447767,54.359688235087845,,,,,,-1.6941758784493004,,-0.6775827632047529,41.06712228447767,,,,,,,,,,,,0
2021-02-26,92.18,97.82,91.03,93.06,111.95225,137.81972735574527,86.08477264425474,19.81718473734937,22.906138254288127,0,0,,,,,,,,-12.676703934990774,-16.875274949811192,-16.52801011781696,0,40.43805798013891,53.46825514247378,,,,,,-2.777915861864429,,-0.9103958622612185,40.43805798013891,,,,,,,,,,,,0
2021-03-01,95.5,96.35,90.81,91.44,111.54475,138.41569331708524,84.67380668291473,18.211829607617183,19.901405696866966,0,0,,,,,,,,-11.330479178080854,-18.02393209900063,-17.400736805180227,0,39.50783337928977,51.79315197510647,,,,,,-3.724573502866434,,-0.9524018642643649,39.50783337928977,,,,,,,,,,,,0
2021-03-02,92.7,98.19,91,91.8,110.75425,138.93975359227227,82.56874640772773,18.102878097113887,18.71063081402681,0,0,,,,,,,,-8.556173703425152,-17.113790215725356,-16.441512851592666,0,39.83902896303746,49.90554600944039,,,,,,-4.3950936090319175,,-0.9471809931709927,39.83902896303746,,,,,,,,,,,,0
2021-03-03,91.65,92.38,83.93,86.31,109.41975,139.51617245766096,79.32332754233902,14.034849158485578,16.783185621072217,0,0,,,,,,,,-11.719129567596587,-21.120273076843976,-20.845924220817036,0,36.55236428265097,47.64461782811934,,,,,-3.769073604742382,-5.308292055639839,-1.5392184508974571,-0.9411397878625214,36.55236428265097,,,,,,,,,,,,0
2021-03-04,85,85.45,77.1,84.46,108.09525000000001,140.078166295266,76.11233370473403,14.060407402908385,15.399378219502616,0,0,,,,,,,,-11.706748485497886,-21.86520684303891,-22.024087042020767,0,35.489849743941505,45.210996320022254,,,,,-3.6573019711890487,-6.110845914883768,-2.4535439436947195,-0.9698578686540158,35.489849743941505,,,,,,,,,,,,0
2021-03-05,82.825,83.04,70.05,81.14,106.71375,140.7798447094027,72.6476552905973,13.740197331256152,13.945151297550035,0,0,,,,,,,,-12.915152913650319,-23.964812407023462,-24.442092291646954,0,33.60213108549185,43.3721987659506,,,,,-3.5850300159997737,-6.934831463694437,-3.349801447694663,-0.9800811225388397,33.60213108549185,,,,,,,,,,,,0
2021-03-08,80.0841,80.25,72.95,74.31,105.25675000000001,142.1332683111148,68.38023168888523,11.997671586674318,13.266092106946282,0,0,,,,,,,,-17.544648058454413,-29.40120229818991,-29.807824004760718,0,30.059819353467248,41.57831277363939,,,,,-3.757133300704444,-8.046218073575218,-4.289084772870774,-0.9806183021287673,30.059819353467248,30.059819353467248,,30.059819353467248,,,,,,,,,0
2021-03-09,77.25,81.18,75.78,79.66,103.10175000000001,140.66592805236786,65.53757194763217,15.502153322750743,13.746674080227066,1,0,,,,,,,,-9.360368202169834,-22.736519991173775,-23.963276597978656,0,35.771519083171256,40.46512048224422,,,,,-3.287521900786719,-8.398487148854173,-5.110965248067454,-0.9748739831385805,35.771519083171256,,,,,,,,,,,,0
2021-03-10,82.705,85.19,78.3,80.76,100.58975000000001,137.05884903946057,64.12065096053945,19.259139721039457,15.586321543488168,0,0,,,,,,,,-5.7791363087494885,-19.71348969452653,-22.187411176968396,0,36.912312002026354,39.70065118554141,,,,,-2.7040461180226583,-8.491022895595776,-5.786976777573118,-0.9643703493951924,36.912312002026354,,,,,,,,,,,,0
